2457093.544845	1.001918	0.001523	0.544845	188.370443	336.554372
2457093.546396	0.998952	0.001507	0.546396	188.001099	334.332753
2457093.547362	0.998603	0.001936	0.547362	188.288041	221.965233
2457093.548520	0.998734	0.001936	0.548520	188.270238	219.436041
2457093.549700	0.999996	0.001909	0.549700	188.304749	216.580062
2457093.550893	0.998249	0.001913	0.550893	188.228553	218.151226
2457093.552085	1.001144	0.001897	0.552085	188.246973	214.391668
2457093.553254	1.000972	0.001915	0.553254	188.187133	216.351016
2457093.554388	1.000015	0.001923	0.554388	188.033260	216.938640
2457093.555568	0.997422	0.001898	0.555568	188.549132	215.598919
2457093.556737	0.998492	0.001892	0.556737	188.387663	211.455039
2457093.557905	0.995944	0.001889	0.557905	188.017087	214.542714
2457093.559086	1.000466	0.001894	0.559086	188.273932	212.311448
2457093.560267	1.001688	0.001888	0.560267	188.046752	209.949936
2457093.561436	0.996420	0.001879	0.561436	188.064931	210.139446
2457093.562593	0.997913	0.001878	0.562593	188.142214	209.744634
2457093.563762	1.000199	0.001882	0.563762	188.263648	208.665108
2457093.564931	0.999007	0.001874	0.564931	187.876225	207.219863
2457093.566100	0.998200	0.001862	0.566100	187.988796	205.750304
2457093.567269	0.996869	0.001859	0.567269	188.100592	206.303923
2457093.568403	1.002233	0.001874	0.568403	188.153307	206.275658
2457093.569572	0.997964	0.001862	0.569572	187.882237	205.694325
2457093.570764	0.998851	0.001870	0.570764	188.126454	204.620165
2457093.571921	1.000876	0.001860	0.571921	188.063310	203.234931
2457093.573078	0.997954	0.001852	0.573078	187.924833	203.681693
2457093.574235	0.996580	0.001846	0.574235	188.284291	202.669150
2457093.575404	0.999708	0.001860	0.575404	188.113020	202.142196
2457093.576562	1.003846	0.001881	0.576562	187.755087	204.835770
2457093.577881	0.999549	0.001862	0.577881	188.030698	203.257989
2457093.579050	1.002376	0.001866	0.579050	188.205189	203.708419
2457093.580196	1.002415	0.001883	0.580196	187.718381	204.544397
2457093.581354	0.998436	0.001875	0.581354	187.929343	203.404460
2457093.582522	0.999680	0.001879	0.582522	187.805735	205.049957
2457093.583691	0.998515	0.001886	0.583691	187.868430	205.474362
2457093.584860	1.000831	0.001880	0.584860	187.780446	205.829294
