2455905.540572 1.00252360 0.00286241 1.05181050
2455905.541132 1.00086293 0.00285767 1.05094612
2455905.541712 1.00742936 0.00287642 1.05006135
2455905.542272 1.00631652 0.00278056 1.04921722
2455905.542842 1.00539010 0.00277800 1.04836822
2455905.543412 1.00353980 0.00277288 1.04752946
2455905.543972 1.00501977 0.00277697 1.04671526
2455905.544542 1.00252360 0.00277008 1.04589665
2455905.545112 1.00418702 0.00277467 1.04508805
2455905.545692 1.00224663 0.00286162 1.04427564
2455905.546231 1.00113951 0.00285846 1.04352868
2455905.546791 1.00863632 0.00287986 1.04276347
2455905.547371 1.00030998 0.00285609 1.04198110
2455905.547931 1.00845054 0.00278645 1.04123557
2455905.548511 1.00511234 0.00277723 1.04047334
2455905.549081 1.00252360 0.00277008 1.03973436
2455905.549651 1.00678005 0.00268911 1.03900516
2455905.550211 1.00492720 0.00268416 1.03829837
2455905.550771 1.00178518 0.00267577 1.03760099
2455905.551341 1.00252360 0.00258540 1.03690088
2455905.551901 1.00298538 0.00258659 1.03622258
2455905.553011 1.00335496 0.00258755 1.03490567
2455905.553561 1.00215432 0.00258445 1.03426671
2455905.554131 1.00566794 0.00250089 1.03361404
2455905.554691 1.00077075 0.00248871 1.03298223
2455905.555261 1.00576056 0.00250112 1.03234851
2455905.555821 1.00040212 0.00239565 1.03173530
2455905.556381 1.00483465 0.00240627 1.03113127
2455905.556951 1.00215432 0.00230755 1.03052580
2455905.557531 1.00659462 0.00231777 1.02991951
2455905.558101 1.00492720 0.00222137 1.02933323
2455905.558641 1.00215432 0.00221524 1.02878654
2455905.559221 1.00427951 0.00212744 1.02820873
2455905.559791 1.00206202 0.00212275 1.02765036
2455905.560350 1.00178518 0.00212216 1.02711082
2455905.560930 1.00141618 0.00212138 1.02656162
2455905.561490 1.00141618 0.00212138 1.02604055
2455905.562050 1.00585320 0.00203814 1.02552831
2455905.562620 1.00409453 0.00203457 1.02501631
2455905.563200 1.00668733 0.00203983 1.02450478
2455905.563770 1.00520491 0.00203682 1.02401137
2455905.564330 1.00798624 0.00204246 1.02353549
2455905.564900 1.00631652 0.00194639 1.02306044
2455905.565480 1.00317016 0.00194030 1.02258635
2455905.566610 1.00400206 0.00194191 1.02169001
2455905.567180 1.00437201 0.00194263 1.02125156
2455905.567740 1.00464957 0.00194316 1.02082956
2455905.568300 1.00464957 0.00194316 1.02041638
2455905.569430 1.00418702 0.00194227 1.01960945
2455905.569990 1.00603851 0.00203851 1.01922262
2455905.570560 1.00289301 0.00203214 1.01883793
2455905.571130 1.00104731 0.00202840 1.01846230
2455905.571710 1.00622384 0.00203889 1.01808929
2455905.572260 1.00243126 0.00203120 1.01774406
2455905.572830 1.00030998 0.00202690 1.01739526
2455905.573400 1.00483465 0.00203607 1.01705527
2455905.573960 1.00733658 0.00204114 1.01673007
2455905.574529 1.00132395 0.00202896 1.01640797
2455905.575099 1.00446453 0.00203532 1.01609468
2455905.575649 1.00400206 0.00203438 1.01580083
2455905.576219 1.00650191 0.00203945 1.01550508
2455905.576789 1.00252360 0.00203139 1.01521826
2455905.577349 1.00798624 0.00204246 1.01494503
2455905.577919 1.00668733 0.00203983 1.01467586
2455905.578489 1.00715103 0.00204076 1.01441538
2455905.579059 1.00058642 0.00202746 1.01416385
2455905.579629 1.00640921 0.00203926 1.01392114
2455905.580199 1.00224663 0.00203083 1.01368713
2455905.580769 1.00585320 0.00194549 1.01346207
2455905.581309 1.00501977 0.00194388 1.01325703
2455905.581879 1.00243126 0.00193887 1.01304901
2455905.582449 1.00363224 0.00194120 1.01284993
2455905.583009 1.00372468 0.00194138 1.01266277
2455905.583569 1.00270828 0.00184706 1.01248419
2455905.584139 1.00511234 0.00185149 1.01231110
2455905.584699 1.00141618 0.00184468 1.01214945
2455905.585269 1.00086293 0.00184366 1.01199377
2455905.585829 1.00095512 0.00184383 1.01184928
2455905.586389 1.00252360 0.00184672 1.01171315
2455905.586959 1.00196973 0.00184570 1.01158333
2455905.587529 0.99957320 0.00193335 1.01146233
2455905.588099 0.99957320 0.00193335 1.01134992
2455905.588658 1.00003363 0.00193424 1.01124811
2455905.589798 0.99846904 0.00193121 1.01106668
2455905.590358 0.99984943 0.00193388 1.01099038
2455905.590928 1.00058642 0.00193531 1.01092124
2455905.592078 1.00067858 0.00202765 1.01080847
