2456680.542822 0.997274 0.000747 1.24
2456680.543479 1.001180 0.000795 1.23
2456680.544144 0.998032 0.000818 1.23
2456680.544877 1.003590 0.000797 1.23
2456680.545578 1.000131 0.000736 1.23
2456680.546234 1.000530 0.000732 1.22
2456680.546937 0.999630 0.000733 1.22
2456680.547639 1.000129 0.000726 1.22
2456680.548365 0.999007 0.000718 1.21
2456680.549039 1.000981 0.000718 1.21
2456680.549697 0.999519 0.000716 1.21
2456680.550352 1.000583 0.000717 1.21
2456680.551017 0.999713 0.000709 1.20
2456680.551719 0.999686 0.000709 1.20
2456680.552378 0.999223 0.000709 1.20
2456680.553039 0.999560 0.000709 1.20
2456680.553773 1.000598 0.000702 1.19
2456680.554423 1.000459 0.000702 1.19
2456680.555093 1.001820 0.000702 1.19
2456680.555746 1.001548 0.000702 1.19
2456680.559860 0.999716 0.000687 1.17
2456680.560566 1.000441 0.000687 1.17
2456680.561211 0.998654 0.000686 1.17
2456680.561871 0.999736 0.000687 1.17
2456680.562528 1.000337 0.000680 1.16
2456680.563216 0.998253 0.000679 1.16
2456680.563902 1.000123 0.000681 1.16
2456680.564592 1.000775 0.000680 1.16
2456680.565249 1.000180 0.000680 1.16
2456680.565920 0.999508 0.000672 1.15
2456680.566598 0.999743 0.000673 1.15
2456680.567260 1.000297 0.000673 1.15
2456680.567902 0.999402 0.000673 1.15
2456680.568560 0.999123 0.000672 1.15
2456680.569213 0.998773 0.000666 1.14
2456680.569877 1.000660 0.000666 1.14
2456680.570539 0.999502 0.000666 1.14
2456680.571227 0.999332 0.000666 1.14
2456680.571905 0.999285 0.000665 1.14
2456680.572598 0.998669 0.000658 1.13
2456680.573282 0.998349 0.000658 1.13
2456680.573929 0.998427 0.000658 1.13
2456680.574593 0.997250 0.000657 1.13
2456680.575291 0.997433 0.000658 1.13
2456680.575962 0.997827 0.000658 1.13
2456680.576633 0.994298 0.000653 1.12
2456680.577297 0.999011 0.000653 1.12
2456680.577958 0.995876 0.000653 1.12
2456680.578707 0.997344 0.000653 1.12
2456680.579413 0.996710 0.000651 1.12
2456680.580060 0.994302 0.000643 1.11
2456680.580764 0.999772 0.000654 1.11
2456680.581443 0.995772 0.000643 1.11
2456680.582110 0.996171 0.000643 1.11
2456680.582826 0.995094 0.000642 1.11
2456680.583500 0.994143 0.000642 1.11
2456680.584172 0.992607 0.000641 1.11
2456680.584840 0.993254 0.000635 1.10
2456680.585494 0.991892 0.000634 1.10
2456680.586224 0.991760 0.000634 1.10
2456680.586873 0.991670 0.000634 1.10
2456680.587561 0.992014 0.000634 1.10
2456680.588229 0.990214 0.000636 1.10
2456680.588952 0.991742 0.000628 1.09
2456680.589611 0.990996 0.000627 1.09
2456680.590351 0.992088 0.000628 1.09
2456680.591050 0.990845 0.000627 1.09
2456680.591700 0.989402 0.000626 1.09
2456680.592400 0.989536 0.000626 1.09
2456680.593068 0.989954 0.000627 1.09
2456680.593720 0.995164 0.000662 1.08
2456680.594381 0.989037 0.000622 1.08
2456680.595038 0.989885 0.000628 1.08
2456680.595774 0.989019 0.000659 1.08
