2457254.615300	1.002274	0.002202	1.012481
2457254.617188	1.001664	0.001566	1.011138
2457254.619070	1.005356	0.001617	1.009898
2457254.621075	1.002221	0.001335	1.008686
2457254.622956	1.000453	0.001093	1.007650
2457254.624842	0.998810	0.000977	1.006709
2457254.626965	1.000807	0.000930	1.005767
2457254.628848	0.999173	0.000895	1.005034
2457254.630730	0.999846	0.000859	1.004398
2457254.632849	0.997613	0.000840	1.003797
2457254.634732	0.997980	0.000835	1.003366
2457254.636614	1.001743	0.000841	1.003030
2457254.638494	0.996323	0.000845	1.002790
2457254.640376	0.997467	0.000839	1.002646
2457254.642377	0.996677	0.000833	1.002597
2457254.644258	0.997488	0.000841	1.002649
2457254.646140	0.997702	0.000863	1.002797
2457254.648020	0.997176	0.000836	1.003041
2457254.649902	0.996319	0.000833	1.003380
2457254.651782	0.997673	0.000873	1.003814
2457254.653669	0.995505	0.000842	1.004346
2457254.655910	0.995869	0.000836	1.005104
2457254.657912	0.996773	0.000832	1.005897
2457254.659802	0.995514	0.000834	1.006746
2457254.661805	0.996919	0.000844	1.007753
2457254.663807	0.996050	0.000838	1.008870
2457254.665684	0.997326	0.000839	1.010018
2457254.667564	0.995965	0.000836	1.011266
2457254.669444	0.996735	0.000839	1.012614
2457254.671329	0.994943	0.000834	1.014065
2457254.673213	0.995878	0.000834	1.015616
2457254.675099	0.996772	0.000833	1.017269
2457254.676977	0.998551	0.000838	1.019018
2457254.678862	0.997178	0.000835	1.020877
2457254.680866	0.995219	0.000838	1.022966
2457254.682751	0.996792	0.000842	1.025038
2457254.684632	0.997472	0.000844	1.027213
2457254.686512	0.998481	0.000842	1.029492
2457254.688640	0.995401	0.000835	1.032201
2457254.690525	0.995491	0.000837	1.034716
2457254.692408	0.996488	0.000834	1.037340
2457254.694288	0.994661	0.000836	1.040069
2457254.696287	0.995548	0.000834	1.043095
2457254.698170	0.997987	0.000834	1.046061
2457254.700053	0.996453	0.000832	1.049143
2457254.701935	0.996739	0.000832	1.052340
2457254.703820	0.996484	0.000833	1.055660
2457254.705704	0.995892	0.000832	1.059098
2457254.707585	0.995884	0.000830	1.062650
2457254.709470	0.996154	0.000832	1.066336
2457254.711352	0.996683	0.000828	1.070140
2457254.713234	0.997386	0.000831	1.074068
2457254.715118	0.995694	0.000832	1.078131
2457254.717119	0.995939	0.000834	1.082591
2457254.719008	0.999457	0.000833	1.086937
2457254.720889	0.994404	0.000834	1.091400
2457254.722775	0.996357	0.000832	1.096013
2457254.724657	0.995470	0.000835	1.100756
2457254.726541	0.992861	0.000834	1.105645
2457254.728540	0.995446	0.000835	1.110990
2457254.730422	0.996325	0.000837	1.116176
2457254.732427	0.997257	0.000836	1.121866
2457254.734546	0.995822	0.000839	1.128068
2457254.736665	0.997340	0.000839	1.134469
2457254.738545	0.997399	0.000840	1.140317
2457254.740549	0.993755	0.000839	1.146729
2457254.742428	0.997015	0.000844	1.152913
2457254.744317	0.993706	0.000844	1.159301
2457254.746199	0.995301	0.000845	1.165843
2457254.748079	0.996091	0.000847	1.172550
2457254.750077	0.995798	0.000851	1.179879
2457254.752277	0.994272	0.000856	1.188194
2457254.754163	0.998804	0.000854	1.195525
2457254.756046	0.996137	0.000848	1.203044
2457254.757924	0.995988	0.000848	1.210744
2457254.759810	0.997359	0.000849	1.218678
2457254.761690	0.993247	0.000847	1.226794
2457254.763569	0.996633	0.000851	1.235124
2457254.765452	0.995839	0.000846	1.243691
2457254.767333	0.994047	0.000850	1.252475
2457254.769219	0.998581	0.000851	1.261511
2457254.771100	0.997218	0.000852	1.270761
2457254.772982	0.996204	0.000850	1.280264
2457254.775100	0.998324	0.000848	1.291252
2457254.777098	0.995379	0.000854	1.301920
2457254.778980	0.996745	0.000853	1.312246
2457254.780865	0.999376	0.000856	1.322857
2457254.782865	0.993932	0.000852	1.334422
2457254.784743	0.993647	0.000858	1.345584
2457254.786745	0.996285	0.000859	1.357804
2457254.788628	0.996464	0.000864	1.369616
2457254.790512	0.998962	0.000862	1.381751
2457254.792393	0.996722	0.000864	1.394191
2457254.794277	0.996900	0.000861	1.406989
2457254.796278	0.998741	0.000865	1.420963
2457254.798167	0.994834	0.000865	1.434519
2457254.800047	0.997011	0.000859	1.448391
2457254.802167	0.996142	0.000862	1.464483
2457254.804168	0.995743	0.000866	1.480133
2457254.806054	0.996755	0.000870	1.495306
2457254.807936	0.997745	0.000869	1.510865
2457254.809819	0.995742	0.000863	1.526875
2457254.811699	0.993647	0.000864	1.543316
2457254.813579	0.994059	0.000863	1.560226
2457254.815461	0.999061	0.000870	1.577635
2457254.817341	0.996536	0.000866	1.595525
2457254.819220	0.995740	0.000872	1.613928
2457254.821107	0.995961	0.000867	1.632949
2457254.822995	0.995479	0.000868	1.652546
2457254.824879	0.994707	0.000874	1.672686
2457254.826885	0.995070	0.000876	1.694795
2457254.828765	0.996774	0.000876	1.716174
2457254.830764	0.997407	0.000884	1.739616
2457254.832650	0.996919	0.000887	1.762440
2457254.834534	0.997201	0.000890	1.785946
2457254.836419	0.994998	0.000884	1.810215
2457254.838304	0.993738	0.000883	1.835262
2457254.840389	0.997553	0.000890	1.863892
2457254.842272	0.997662	0.000885	1.890658
2457254.844160	1.001883	0.000885	1.918372
2457254.846163	0.998930	0.000886	1.948775
2457254.848162	0.997019	0.000888	1.980220
2457254.850049	1.003041	0.000896	2.010952
2457254.852049	1.004873	0.000888	2.044684
2457254.853936	0.997103	0.000892	2.077657
2457254.855773	1.005941	0.000901	2.110885
2457254.857666	1.000336	0.000899	2.146345
2457254.859549	0.997642	0.000900	2.182909
2457254.861433	1.000512	0.000900	2.220850
2457254.863319	0.999750	0.000901	2.260268
2457254.865199	0.999994	0.000906	2.301047
2457254.867084	0.998673	0.000902	2.343503
2457254.868967	0.999128	0.000903	2.387580
2457254.870971	1.003680	0.000909	2.436414
2457254.872973	0.999390	0.000905	2.487317
2457254.874861	1.000649	0.000906	2.537355
2457254.876749	0.999185	0.000908	2.589484
2457254.878639	1.008500	0.000915	2.643925
2457254.880651	0.998573	0.000917	2.704467
2457254.882654	0.994428	0.000920	2.767588
2457254.884540	0.997192	0.000921	2.829801
2457254.886420	0.997429	0.000925	2.894648
2457254.888303	1.002812	0.000935	2.962615
2457254.890281	0.996366	0.000936	3.037530
2457254.892283	0.998017	0.000940	3.117264
