2456927.493994	1.002926	0.001408	1.040006
2456927.496031	0.999686	0.001373	1.042931
2456927.498091	0.999835	0.001355	1.046011
2456927.500128	1.001613	0.001347	1.049178
2456927.502176	1.001233	0.001340	1.052486
2456927.504213	1.001590	0.001338	1.055899
2456927.506389	1.001498	0.001335	1.059683
2456927.508496	0.998028	0.001330	1.063485
2456927.510579	1.000721	0.001332	1.067381
2456927.512731	1.000070	0.001334	1.071550
2456927.514849	1.001059	0.001332	1.075797
2456927.516967	1.002720	0.001332	1.080191
2456927.519062	0.998848	0.001328	1.084682
2456927.521192	0.998057	0.001326	1.089398
2456927.523333	0.999276	0.001329	1.094297
2456927.525428	0.998764	0.001332	1.099244
2456927.527511	1.001526	0.001332	1.104319
2456927.529652	1.001050	0.001333	1.109697
2456927.531747	0.998579	0.001332	1.115122
2456927.533842	1.002181	0.001338	1.120711
2456927.536006	1.001960	0.001337	1.126661
2456927.538101	1.000146	0.001337	1.132594
2456927.540219	1.000752	0.001336	1.138770
2456927.542325	1.000258	0.001340	1.145093
2456927.544420	0.999622	0.001338	1.151562
2456927.546677	0.998420	0.001341	1.158740
2456927.548713	1.002528	0.001345	1.165407
2456927.550762	0.997710	0.001340	1.172297
2456927.552810	1.000134	0.001343	1.179376
2456927.554871	1.000566	0.001346	1.186690
2456927.556919	1.000741	0.001345	1.194161
2456927.559130	0.999457	0.001345	1.202451
2456927.561294	0.998577	0.001347	1.210801
2456927.563366	0.999980	0.001345	1.219016
2456927.565483	0.994032	0.001340	1.227644
2456927.567636	0.998166	0.001348	1.236659
2456927.569719	0.997462	0.001355	1.245623
2456927.571976	1.000457	0.001350	1.255609
2456927.574152	1.000098	0.001351	1.265514
2456927.576201	0.997761	0.001348	1.275095
2456927.578249	0.995566	0.001349	1.284930
2456927.580298	0.994989	0.001348	1.295027
2456927.582346	0.994834	0.001351	1.305391
2456927.584395	0.999351	0.001357	1.316032
2456927.586443	0.994646	0.001360	1.326955
2456927.588480	0.994346	0.001360	1.338106
2456927.590529	0.992602	0.001361	1.349618
2456927.592577	0.994440	0.001367	1.361438
2456927.594626	0.995398	0.001369	1.373575
2456927.596663	0.995425	0.001369	1.385967
2456927.598723	0.996474	0.001377	1.398837
2456927.600771	0.999971	0.001380	1.411982
2456927.602820	0.996256	0.001377	1.425484
2456927.604857	0.993254	0.001376	1.439274
2456927.606905	0.995648	0.001382	1.453521
2456927.608954	0.994530	0.001383	1.468158
2456927.611014	0.996108	0.001386	1.483286
2456927.613062	0.991581	0.001382	1.498747
2456927.615111	0.991901	0.001387	1.514639
2456927.617159	0.989960	0.001389	1.530976
2456927.619208	0.997036	0.001398	1.547773
2456927.621256	0.990110	0.001394	1.565046
2456927.623305	0.994109	0.001405	1.582812
2456927.625353	0.990661	0.001402	1.601088
2456927.627402	0.997197	0.001417	1.619892
2456927.629439	0.993172	0.001419	1.639133
2456927.631487	0.990485	0.001410	1.659048
2456927.633536	0.998640	0.001429	1.679551
2456927.635584	0.988177	0.001420	1.700664
2456927.637633	0.996890	0.001427	1.722411
2456927.639681	0.991182	0.001426	1.744815
2456927.641730	1.000720	0.001440	1.767903
2456927.643778	0.995712	0.001436	1.791701
2456927.645827	0.998534	0.001445	1.816238
2456927.647887	0.998954	0.001451	1.841689
2456927.649935	0.996299	0.001452	1.867800
2456927.651984	0.993560	0.001457	1.894745
2456927.654032	1.000830	0.001468	1.922560
2456927.656139	0.996311	0.001469	1.952106
2456927.658187	0.999751	0.001485	1.981801
2456927.660236	0.989325	0.001474	2.012485
2456927.662284	0.999382	0.001491	2.044203
2456927.664344	0.999065	0.001496	2.077190
2456927.666393	0.987817	0.001488	2.111126
2456927.668441	0.994811	0.001502	2.146246
2456927.670490	0.993920	0.001511	2.182605
2456927.672550	0.991617	0.001511	2.220481
2456927.674610	0.992342	0.001522	2.259737
2456927.676659	0.995767	0.001534	2.300208
2456927.678707	0.996245	0.001544	2.342185
2456927.680767	1.000014	0.001565	2.385994
2456927.682816	0.999750	0.001571	2.431227
2456927.684876	0.994772	0.001576	2.478485
