2457356.561080 0.996541 0.000758 1.716878 27.139933 30.339670
2457356.561453 1.002181 0.000761 1.712520 25.761725 30.244617
2457356.561825 0.999418 0.000756 1.708205 24.434949 30.331933
2457356.562196 0.993088 0.000753 1.703925 23.738001 30.455726
2457356.562583 0.996258 0.000753 1.699504 22.709881 30.510515
2457356.562955 0.997856 0.000753 1.695286 21.698824 30.452203
2457356.563327 0.999259 0.000753 1.691088 20.206607 30.459742
2457356.563699 0.997282 0.000753 1.686931 19.860257 30.400116
2457356.564070 0.998111 0.000753 1.682802 19.521718 30.487863
2457356.564442 0.999734 0.000753 1.678696 18.230549 30.823182
2457356.564814 0.995795 0.000748 1.674621 18.607066 30.645441
2457356.565186 1.002388 0.000753 1.670573 18.070332 30.491304
2457356.565557 0.997039 0.000751 1.666560 17.616178 30.838825
2457356.565929 1.001033 0.000751 1.662571 17.171214 30.655981
2457356.566301 0.998778 0.000751 1.658606 16.609996 30.788251
2457356.566672 0.992916 0.000748 1.654672 16.530356 30.953308
2457356.567044 1.004456 0.000753 1.650763 16.283422 30.920735
2457356.567416 0.997090 0.000748 1.646881 16.078714 30.740125
2457356.567802 0.995993 0.000746 1.642875 15.907793 30.720365
2457356.568175 1.001218 0.000751 1.639044 15.126813 30.663258
2457356.568546 1.001084 0.000751 1.635245 15.421372 30.959586
2457356.568918 1.000902 0.000751 1.631468 15.503727 31.032555
2457356.569289 0.998612 0.000748 1.627723 14.989955 31.044644
2457356.569661 1.001000 0.000748 1.624003 14.624348 30.863912
2457356.570033 1.001450 0.000753 1.620302 15.185322 31.410500
2457356.570404 0.999736 0.000751 1.616632 14.109545 31.344760
2457356.570777 1.000925 0.000751 1.612979 14.163983 31.588109
2457356.571148 1.004706 0.000753 1.609363 14.452975 31.187075
2457356.571521 1.000894 0.000748 1.605750 13.858264 30.970792
2457356.571893 0.998862 0.000748 1.602172 13.975775 31.113628
2457356.572265 1.003281 0.000751 1.598624 14.032529 30.920116
2457356.572636 1.007288 0.000753 1.595097 14.086203 31.287282
2457356.573008 1.002666 0.000751 1.591598 14.049361 31.080477
2457356.573380 0.999469 0.000748 1.588115 13.628178 31.199554
2457356.573751 0.996683 0.000748 1.584663 14.078993 31.427400
2457356.574123 1.002103 0.000748 1.581229 14.014956 31.073441
2457356.574569 1.007965 0.000751 1.577144 13.994429 30.960327
2457356.574942 0.998179 0.000746 1.573755 13.919018 31.060449
2457356.575314 1.005359 0.000751 1.570393 14.005492 31.037087
2457356.575685 1.001729 0.000748 1.567057 14.136137 31.189364
2457356.576057 0.998250 0.000746 1.563745 13.933326 30.890225
2457356.576429 0.997067 0.000746 1.560448 13.924448 30.932914
2457356.576801 0.997616 0.000746 1.557179 14.286410 30.926658
2457356.577173 0.997378 0.000743 1.553929 13.517846 30.781677
2457356.577619 0.999522 0.000746 1.550054 13.595918 30.930453
2457356.577992 1.000078 0.000746 1.546844 13.257179 30.939422
2457356.578439 0.995431 0.000746 1.543024 13.389552 31.333002
2457356.578812 1.003526 0.000751 1.539858 13.108795 31.486365
2457356.579184 1.000411 0.000748 1.536724 13.322287 31.135176
2457356.579555 0.999390 0.000743 1.533611 13.078657 31.114617
2457356.579927 1.006112 0.000751 1.530518 13.081962 31.162082
2457356.580299 1.002932 0.000748 1.527447 13.473676 31.268530
2457356.580671 0.999633 0.000746 1.524392 13.128845 31.176594
2457356.581042 0.995472 0.000743 1.521363 13.379693 31.105658
2457356.581414 0.995090 0.000746 1.518348 13.572977 31.789155
2457356.581786 1.001746 0.000746 1.515355 12.960588 31.124716
2457356.582158 0.999769 0.000746 1.512379 12.906680 31.499659
2457356.582530 0.998290 0.000743 1.509429 13.462764 31.118194
2457356.582902 0.996951 0.000743 1.506495 13.174691 31.163566
2457356.583273 1.001951 0.000746 1.503579 13.461505 31.461505
2457356.583645 0.999451 0.000746 1.500682 12.826924 31.314490
2457356.584017 1.002287 0.000746 1.497808 12.625200 31.500665
2457356.584389 1.001127 0.000746 1.494946 13.083109 31.116858
2457356.584761 1.003546 0.000748 1.492104 13.081863 31.772506
2457356.585133 1.005981 0.000748 1.489281 12.888980 31.286473
2457356.585667 1.000561 0.000746 1.485265 13.144875 31.503080
2457356.586040 1.003488 0.000748 1.482481 13.457726 31.737412
2457356.586412 1.004636 0.000746 1.479718 13.162487 31.420020
2457356.586784 1.000834 0.000743 1.476980 12.962621 31.475846
2457356.587156 0.998437 0.000743 1.474253 12.766497 31.321240
2457356.587527 1.000495 0.000746 1.471552 12.991223 31.601031
2457356.587899 1.000727 0.000743 1.468867 13.023334 31.307823
2457356.588270 1.000978 0.000743 1.466198 12.583474 31.030068
2457356.588642 1.000543 0.000743 1.463544 13.017445 31.427815
2457356.589014 1.000280 0.000741 1.460910 12.661395 30.967818
2457356.589385 1.001491 0.000743 1.458294 12.852165 31.356971
2457356.589757 1.004444 0.000746 1.455693 12.107680 31.454219
2457356.590129 0.997542 0.000741 1.453110 12.475346 31.120768
2457356.590501 0.999876 0.000741 1.450541 12.376335 31.493888
2457356.590873 1.005601 0.000746 1.447988 12.115819 31.106835
2457356.591244 1.001175 0.000741 1.445457 12.267482 30.930869
2457356.591616 1.004267 0.000743 1.442942 12.547630 31.307421
2457356.591988 1.004613 0.000743 1.440436 12.535346 31.415164
2457356.592359 1.003930 0.000746 1.437952 12.132498 31.670124
2457356.592731 1.003359 0.000746 1.435482 12.559664 31.356701
2457356.593103 1.000341 0.000741 1.433027 12.473394 30.908136
2457356.593548 1.001731 0.000741 1.430112 12.091909 31.133050
2457356.593922 1.001263 0.000743 1.427683 12.013277 31.275595
2457356.594367 0.997974 0.000741 1.424804 11.911806 31.564248
2457356.594740 1.001541 0.000741 1.422411 11.927531 31.562387
2457356.595112 1.001620 0.000741 1.420041 12.049575 31.180986
2457356.595485 1.002262 0.000743 1.417683 12.304004 31.151313
2457356.595856 1.006188 0.000743 1.415345 11.916828 31.477316
2457356.596228 0.999565 0.000741 1.413024 11.865991 31.260432
2457356.596600 0.998558 0.000741 1.410713 12.457363 31.378218
2457356.596972 0.998917 0.000741 1.408420 11.990308 31.472725
2457356.597344 1.005500 0.000743 1.406140 11.926594 31.178251
2457356.597715 0.998318 0.000741 1.403877 12.023674 31.639618
2457356.598087 1.003849 0.000743 1.401625 11.906306 31.594172
2457356.598459 1.000887 0.000741 1.399390 11.921449 31.545523
2457356.598830 1.002181 0.000743 1.397172 12.468558 31.806455
2457356.599203 1.000427 0.000743 1.394964 12.651251 31.806101
2457356.599575 0.994276 0.000741 1.392771 12.266493 31.961829
2457356.600019 1.000465 0.000743 1.390169 12.954484 32.026368
2457356.600392 0.998816 0.000743 1.388002 11.786257 31.833275
2457356.600764 1.001916 0.000746 1.385855 11.943652 31.816264
2457356.601135 0.998788 0.000743 1.383722 11.864422 31.969908
2457356.601507 0.996114 0.000743 1.381603 11.845209 31.874493
2457356.601879 0.997921 0.000741 1.379498 11.462510 31.430998
2457356.602251 0.998604 0.000741 1.377405 11.845410 31.854128
2457356.602639 0.999178 0.000743 1.375238 11.740579 31.921382
2457356.603010 0.996410 0.000738 1.373174 11.965661 31.505534
2457356.603382 0.996094 0.000741 1.371123 12.304172 31.506586
2457356.603754 0.996781 0.000738 1.369084 11.951196 31.380903
2457356.604126 0.996374 0.000738 1.367061 11.965365 31.369936
2457356.604497 0.997181 0.000738 1.365050 12.465567 31.354571
2457356.604870 0.996068 0.000743 1.363049 12.079388 32.111146
2457356.605241 0.998629 0.000743 1.361066 12.348477 31.741774
2457356.605613 0.988942 0.000736 1.359095 12.335283 31.722931
2457356.605985 0.994299 0.000736 1.357133 11.995147 31.677203
2457356.606356 0.993075 0.000738 1.355188 12.039373 31.612789
2457356.606728 0.996968 0.000741 1.353251 11.997471 31.931610
2457356.607100 0.994577 0.000738 1.351331 11.934315 31.843834
2457356.607472 0.994261 0.000738 1.349423 12.037846 31.440776
2457356.607844 0.992287 0.000736 1.347523 11.827370 31.749521
2457356.608216 0.998478 0.000743 1.345638 12.000422 31.956902
2457356.608589 0.994632 0.000738 1.343761 11.959233 31.675085
2457356.608961 0.996584 0.000741 1.341900 11.847652 31.958503
2457356.609333 0.992625 0.000738 1.340051 11.799979 31.826184
2457356.609704 0.988811 0.000733 1.338218 11.954672 31.587293
2457356.610077 0.993829 0.000736 1.336393 11.590159 31.648626
2457356.610448 0.991546 0.000736 1.334584 12.375588 31.910243
2457356.610820 0.993545 0.000738 1.332784 12.039231 31.766165
2457356.611192 0.987875 0.000733 1.330994 11.963602 31.377611
2457356.611564 0.993793 0.000736 1.329219 11.929103 31.639181
2457356.612010 0.987981 0.000733 1.327103 11.466866 31.588648
2457356.612458 0.993508 0.000736 1.324996 12.447848 31.386133
2457356.612831 0.993508 0.000738 1.323255 11.944577 31.843122
2457356.613278 0.987956 0.000736 1.321180 11.829266 31.823835
2457356.613651 0.987597 0.000733 1.319465 11.856667 31.569468
2457356.614023 0.989293 0.000733 1.317764 12.398987 31.552306
2457356.614408 0.989483 0.000733 1.316016 11.903392 31.573278
2457356.614780 0.991882 0.000736 1.314338 11.494485 31.508916
2457356.615151 0.993626 0.000736 1.312676 11.962822 31.849540
2457356.615524 0.993022 0.000736 1.311019 11.883038 31.652129
2457356.615895 0.993707 0.000736 1.309377 12.072734 31.726996
2457356.616267 0.992565 0.000736 1.307747 12.221799 31.711016
2457356.616638 0.990502 0.000736 1.306126 11.930780 31.470895
2457356.617011 0.988396 0.000733 1.304511 12.002986 31.571080
2457356.617383 0.982999 0.000728 1.302911 12.020610 31.516493
2457356.617755 0.989164 0.000733 1.301320 11.495496 31.642294
2457356.618127 0.987286 0.000733 1.299743 12.012215 31.766996
2457356.618499 0.990603 0.000736 1.298175 11.898843 31.844238
2457356.618870 0.991179 0.000736 1.296620 12.379278 31.636937
2457356.619243 0.985532 0.000733 1.295071 12.086569 31.777706
2457356.619614 0.990669 0.000736 1.293537 12.396993 31.786407
2457356.619986 0.990767 0.000736 1.292010 12.380996 31.679605
2457356.620358 0.989920 0.000733 1.290494 12.289649 31.654992
2457356.620729 0.988687 0.000733 1.288992 12.495989 31.834969
2457356.621176 0.988194 0.000733 1.287198 12.128117 31.673910
2457356.621548 0.992458 0.000736 1.285714 11.958549 31.593445
2457356.621921 0.992891 0.000736 1.284238 12.376643 31.575738
2457356.622293 0.988836 0.000733 1.282778 12.099712 31.567116
2457356.622664 0.990469 0.000733 1.281326 12.457462 31.645560
2457356.623036 0.997368 0.000738 1.279886 11.428763 31.760983
2457356.623484 0.989152 0.000731 1.278162 11.553708 31.360388
2457356.623856 0.989711 0.000731 1.276741 11.853686 31.248808
2457356.624229 0.989170 0.000731 1.275328 12.003787 31.394154
2457356.624601 0.992491 0.000738 1.273928 11.853315 31.903680
2457356.624973 0.995275 0.000738 1.272537 12.097617 31.748402
2457356.625345 0.990317 0.000733 1.271155 12.191837 31.649054
2457356.625717 0.991293 0.000733 1.269783 11.449800 31.433389
2457356.626088 0.993192 0.000733 1.268423 11.841865 31.356094
2457356.626534 0.991912 0.000736 1.266803 12.546027 31.496587
2457356.626907 0.989073 0.000731 1.265461 11.932686 31.345723
2457356.627279 0.986566 0.000731 1.264130 11.926393 31.718121
2457356.627651 0.990732 0.000736 1.262808 12.022584 32.008534
2457356.628022 0.988037 0.000731 1.261497 11.511588 31.601620
2457356.628394 0.989480 0.000736 1.260196 12.476115 31.819286
2457356.628766 0.987916 0.000731 1.258902 11.941936 31.556248
2457356.629212 0.989913 0.000731 1.257362 11.367051 31.598838
2457356.629585 0.989642 0.000733 1.256086 11.944620 31.871206
2457356.629956 0.989453 0.000731 1.254824 11.922201 31.626426
2457356.630328 0.990264 0.000736 1.253569 12.383907 32.017093
2457356.630700 0.994289 0.000736 1.252325 12.040903 31.597511
2457356.631072 0.986763 0.000733 1.251089 12.362424 31.885660
2457356.631444 0.991387 0.000736 1.249859 12.391043 31.951288
2457356.631816 0.987534 0.000731 1.248641 12.030986 31.767116
2457356.632188 0.991354 0.000733 1.247432 12.042871 31.611582
2457356.632559 0.993235 0.000733 1.246233 11.898561 31.566936
2457356.632931 0.988558 0.000731 1.245041 12.044490 31.699344
2457356.633303 0.988631 0.000733 1.243857 12.456114 31.992037
2457356.633675 0.991313 0.000733 1.242684 11.985801 32.145647
2457356.634047 0.992719 0.000733 1.241518 11.994874 31.906130
2457356.634418 0.992244 0.000733 1.240363 12.016905 31.948805
2457356.634791 0.989324 0.000733 1.239215 11.841530 32.137298
2457356.635163 0.991111 0.000733 1.238075 12.340857 32.005174
2457356.635534 0.988909 0.000733 1.236945 12.461253 32.150623
2457356.635906 0.988348 0.000733 1.235825 11.873045 31.878667
2457356.636278 0.992926 0.000736 1.234710 11.896560 32.167277
2457356.636650 0.986085 0.000731 1.233606 11.897784 31.923630
2457356.637022 0.986738 0.000731 1.232508 11.451555 32.048256
2457356.637394 0.989632 0.000733 1.231422 12.023850 31.953355
2457356.637765 0.992595 0.000736 1.230344 11.920024 32.186165
2457356.638138 0.993568 0.000733 1.229270 11.844435 32.092609
2457356.638509 0.993679 0.000736 1.228209 11.811314 32.157132
2457356.638881 0.993017 0.000736 1.227155 11.575225 32.108764
2457356.639252 0.987845 0.000731 1.226109 11.473256 32.062484
2457356.639625 0.988586 0.000731 1.225070 11.492230 32.028557
2457356.639996 0.989979 0.000731 1.224042 11.034325 31.886338
2457356.640368 0.989683 0.000731 1.223021 11.464450 31.871164
2457356.640739 0.987590 0.000731 1.222009 11.390856 31.913490
2457356.641111 0.992456 0.000736 1.221005 12.395232 32.173088
2457356.641483 0.988826 0.000733 1.220007 11.878562 32.011046
2457356.641854 0.989372 0.000731 1.219020 11.888561 31.814495
2457356.642226 0.989751 0.000733 1.218039 11.427138 32.086570
