2457330.464344	0.997757	0.002266	3213743.624675	6.626360	208.036527	1.146224
2457330.467653	0.997932	0.002239	3245763.419607	6.302159	189.090936	1.136406
2457330.470998	0.998782	0.002212	3253113.542048	6.180854	175.188419	1.126919
2457330.474331	0.999132	0.002212	3244507.140183	6.393484	173.368191	1.117885
2457330.477676	0.997487	0.002212	3246358.216623	6.401366	176.107343	1.109231
2457330.481020	0.996759	0.002212	3240891.919019	6.631002	179.572217	1.100974
2457330.484353	0.999942	0.002225	3213407.555015	6.914115	173.888308	1.093132
2457330.487698	0.998512	0.002252	3200037.780334	7.076842	173.342419	1.085638
2457330.491031	0.997419	0.002225	3229145.290760	6.788608	179.641935	1.078536
2457330.494376	0.996543	0.002225	3229894.995383	6.826819	182.908057	1.071766
2457330.497732	0.998687	0.002239	3238515.878021	6.709953	180.678979	1.065324
2457330.501065	0.999874	0.002212	3243422.677105	6.494807	184.469608	1.059266
2457330.504410	0.997541	0.002225	3225986.175584	6.976513	189.518767	1.053519
2457330.507755	0.997487	0.002225	3240863.762061	6.630036	189.730787	1.048099
2457330.511099	0.998040	0.002225	3245151.676730	6.374947	190.877904	1.042998
2457330.514432	0.997811	0.002225	3244419.415619	6.415180	188.502670	1.038226
2457330.517777	0.997986	0.002225	3236811.471537	6.697113	184.967593	1.033744
2457330.521122	1.000656	0.002212	3252164.610485	6.202674	182.638596	1.029564
2457330.524444	0.996826	0.002239	3245270.596022	6.402212	184.508330	1.025706
2457330.527788	0.998175	0.002225	3234151.688101	6.416389	181.188713	1.022113
2457330.531109	1.000279	0.002225	3232783.298469	6.612662	174.500313	1.018831
2457330.534454	0.997676	0.002212	3244717.735829	6.284238	170.956533	1.015808
2457330.537765	0.989287	0.002212	3242201.377219	6.386701	170.666164	1.013093
2457330.541097	0.996408	0.002198	3239480.645918	6.475635	166.304373	1.010634
2457330.544442	0.985645	0.002185	3237337.701202	6.337826	161.643266	1.008440
2457330.547764	0.990730	0.002185	3247254.051851	6.182539	159.516479	1.006531
2457330.551108	0.987398	0.002185	3254347.803062	5.770209	161.517592	1.004877
2457330.554453	0.991310	0.002198	3252593.034758	5.865515	156.876680	1.003492
2457330.557786	0.985335	0.002185	3220213.154584	6.516388	160.319064	1.002376
2457330.561119	0.986562	0.002212	3167564.061155	7.196748	156.286892	1.001524
2457330.564464	0.985348	0.002225	3160610.153096	7.124689	154.648519	1.000932
2457330.567797	0.982786	0.002266	3104979.256057	7.769428	157.409145	1.000605
2457330.571130	0.986926	0.002225	3129507.900544	7.678445	149.983331	1.000539
2457330.574463	0.985726	0.002212	3180379.880098	6.702600	152.214531	1.000735
2457330.577843	0.989030	0.002225	3169157.407536	6.974383	153.325072	1.001200
2457330.581153	0.986832	0.002212	3162067.563956	7.007283	151.190299	1.001917
2457330.584509	0.985632	0.002239	3141299.743377	7.063187	159.998248	1.002908
2457330.587865	0.989543	0.002225	3154401.289782	6.992189	154.961987	1.004167
2457330.591198	0.989192	0.002252	3137504.470903	7.259799	158.351095	1.005684
2457330.594531	0.986643	0.002225	3171747.240524	6.444629	158.697242	1.007468
2457330.597865	0.987897	0.002225	3165154.929135	6.600931	158.526366	1.009521
2457330.601198	0.987897	0.002225	3147794.827862	6.789702	160.210386	1.011845
2457330.604542	0.987560	0.002239	3131135.786118	6.848998	158.881273	1.014453
2457330.607852	0.989921	0.002212	3169464.409793	6.269998	158.835750	1.017309
2457330.611197	0.989759	0.002225	3183381.179029	5.920997	154.825379	1.020476
2457330.614507	0.987291	0.002239	3149400.285888	6.566634	163.904348	1.023891
2457330.617851	0.989813	0.002239	3148368.401441	6.318817	168.291781	1.027631
2457330.621161	0.990824	0.002252	3138017.267348	6.303965	173.142110	1.031622
2457330.624495	0.994655	0.002252	3132015.039055	6.494943	178.550225	1.035938
2457330.627805	0.994789	0.002279	3100777.530280	6.845982	180.501423	1.040522
2457330.631150	1.002396	0.002306	3082972.441930	6.903171	185.927823	1.045463
2457330.634494	0.997433	0.002279	3115183.234140	6.427086	187.601080	1.050720
2457330.637827	1.000872	0.002320	3087412.848834	6.587815	186.189493	1.056280
2457330.641172	1.000724	0.002320	3048746.119345	7.074483	186.407622	1.062188
2457330.644494	1.000737	0.002306	3064152.778855	6.757676	187.473008	1.068389
2457330.647838	1.000387	0.002293	3064126.181489	6.608658	183.925883	1.074976
2457330.651194	1.003192	0.002306	3074455.798240	6.451103	183.772706	1.081942
2457330.654551	1.002207	0.002320	3048869.447489	6.627384	186.541472	1.089272
2457330.657884	1.002585	0.002347	3025949.092262	6.852324	187.687484	1.096921
2457330.661229	1.002046	0.002347	3003063.084109	6.958756	188.772367	1.104979
2457330.664561	1.003664	0.002374	2987676.237626	7.073933	193.599490	1.113400
2457330.667894	1.007076	0.002401	2950947.671762	7.442085	195.156846	1.122222
2457330.671239	1.003961	0.002387	2981169.522783	7.011707	200.145177	1.131491
2457330.674573	1.003408	0.002428	2925088.071490	7.626802	207.496794	1.141155
2457330.677882	1.004419	0.002428	2941786.277741	7.239472	204.982605	1.151187
2457330.681227	1.003664	0.002428	2932920.643347	7.217344	209.738217	1.161779
