2457330.508433	1.002373	0.001376	1.009537	0.508433	56.375588	19.393156
2457330.511459	1.000455	0.001385	1.010848	0.511459	56.596377	20.179025
2457330.514328	1.003119	0.001371	1.012322	0.514328	57.530448	19.713666
2457330.517198	1.001070	0.001371	1.014022	0.517198	58.040044	20.079864
2457330.520110	1.002499	0.001376	1.015978	0.520110	57.485649	20.420818
2457330.523083	1.001787	0.001371	1.018221	0.523083	56.424025	19.928180
2457330.525939	1.000464	0.001371	1.020608	0.525939	56.015516	20.019974
2457330.528815	1.001728	0.001385	1.023248	0.528815	57.700700	20.860199
2457330.531671	1.000653	0.001380	1.026104	0.531671	57.526848	20.549595
2457330.534533	0.996580	0.001385	1.029205	0.534533	58.434244	21.122517
2457330.537420	0.995834	0.001376	1.032577	0.537420	57.958244	19.970891
2457330.540291	0.990147	0.001380	1.036177	0.540291	58.967194	21.135350
2457330.543159	0.991600	0.001371	1.040026	0.543159	57.478304	20.000029
2457330.546029	0.989731	0.001366	1.044129	0.546029	56.992122	19.841509
2457330.548869	0.988452	0.001361	1.048446	0.548869	56.841182	19.896457
2457330.551739	0.987275	0.001366	1.053068	0.551739	57.117535	19.864122
2457330.554602	0.986098	0.001361	1.057947	0.554602	57.567979	19.602001
2457330.557471	0.988878	0.001371	1.063110	0.557471	58.362278	20.118339
2457330.560355	0.986907	0.001376	1.068580	0.560355	58.474496	20.028747
2457330.563229	0.986732	0.001376	1.074318	0.563229	58.587372	21.033516
2457330.566085	0.987328	0.001380	1.080310	0.566085	58.924901	20.969033
2457330.568947	0.986810	0.001366	1.086610	0.568947	57.379828	20.024137
2457330.571817	0.984921	0.001380	1.093232	0.571817	56.474182	20.680101
2457330.574672	0.990384	0.001366	1.100132	0.574672	55.420847	19.659859
2457330.577553	0.987575	0.001361	1.107416	0.577553	55.577534	19.814518
2457330.580441	0.988268	0.001371	1.115050	0.580441	55.388565	20.418625
2457330.583410	0.991595	0.001371	1.123258	0.583410	54.821863	20.099524
2457330.586274	0.986863	0.001380	1.131528	0.586274	54.933486	20.729045
2457330.589143	0.984645	0.001414	1.140170	0.589143	56.504271	22.227939
2457330.592005	0.987260	0.001371	1.149161	0.592005	55.058950	19.708080
2457330.594881	0.991227	0.001380	1.158578	0.594881	56.397363	20.095029
2457330.597737	0.988171	0.001405	1.168318	0.597737	59.524396	21.368920
2457330.600605	0.986064	0.001395	1.178505	0.600605	61.398301	20.414809
2457330.603506	0.986849	0.001434	1.189237	0.603506	63.523121	21.799821
2457330.606386	0.986049	0.001443	1.200328	0.606386	65.397312	22.141582
2457330.609320	0.984339	0.001453	1.212092	0.609320	65.328974	22.444628
2457330.612206	0.986146	0.001405	1.224140	0.612206	64.421527	20.399592
2457330.615096	0.983589	0.001497	1.236690	0.615096	68.518355	23.553092
2457330.618054	0.987391	0.001463	1.250065	0.618054	67.951944	21.601529
2457330.620994	0.988534	0.001458	1.263908	0.620994	66.068705	21.646812
2457330.623903	0.989086	0.001506	1.278163	0.623903	69.861489	23.506900
2457330.626785	0.993068	0.001453	1.292854	0.626785	67.018014	21.658427
2457330.629680	0.997805	0.001468	1.308214	0.629680	68.381871	22.200055
2457330.632569	0.997635	0.001472	1.324158	0.632569	69.562316	22.192348
2457330.635488	0.998037	0.001453	1.340921	0.635488	68.565656	21.466922
2457330.638377	0.998779	0.001458	1.358198	0.638377	68.500577	20.854662
2457330.641266	0.998163	0.001453	1.376176	0.641266	68.897182	20.992113
2457330.644173	0.999810	0.001458	1.395013	0.644173	71.290456	20.706470
2457330.647077	0.998643	0.001453	1.414605	0.647077	71.311895	20.073300
2457330.649972	0.999544	0.001463	1.434955	0.649972	71.930518	20.637465
2457330.652881	1.000241	0.001453	1.456262	0.652881	71.949517	19.866716
2457330.655796	0.999970	0.001453	1.478515	0.655796	71.463353	20.382424
2457330.658707	1.000072	0.001453	1.501690	0.658707	73.507764	20.129417
2457330.661642	1.001578	0.001448	1.526072	0.661642	72.940526	19.665969
2457330.664538	1.000324	0.001463	1.551174	0.664538	74.359044	19.512976
2457330.667466	0.999500	0.001468	1.577678	0.667466	75.927036	20.476104
2457330.670390	1.002407	0.001463	1.605321	0.670390	76.389447	19.329977
2457330.673328	1.001070	0.001468	1.634354	0.673328	76.893702	18.987504
2457330.676236	1.000101	0.001472	1.664409	0.676236	78.374051	19.030639
