2457165.786287	0.997234	0.000971	2.609898	9.890235
2457165.787589	0.996087	0.000972	2.570969	9.620899
2457165.788890	0.999075	0.000972	2.533217	9.465975
2457165.791493	0.997171	0.000965	2.461059	9.758418
2457165.792796	0.997891	0.000959	2.426527	9.550744
2457165.794098	0.998403	0.000956	2.393024	9.175952
2457165.795400	0.997804	0.000956	2.360532	9.792096
2457165.796702	0.996252	0.000955	2.328899	9.953572
2457165.798004	0.993664	0.000949	2.298147	9.451302
2457165.799307	0.997245	0.000950	2.268259	9.571187
2457165.800608	0.997469	0.000946	2.239197	9.650231
2457165.801910	0.994723	0.000943	2.210912	9.638018
2457165.803212	0.994733	0.000945	2.183379	10.582992
2457165.804514	0.993713	0.000944	2.156596	10.375235
2457165.805898	0.996150	0.000939	2.128856	10.239643
2457165.807200	0.993060	0.000938	2.103476	10.219631
2457165.808509	0.986705	0.000933	2.078609	10.102322
2457165.809811	0.989076	0.000930	2.054505	10.075342
2457165.811114	0.989569	0.000927	2.031037	9.327898
2457165.812415	0.988358	0.000928	2.008146	9.292563
2457165.813717	0.990721	0.000931	1.985809	10.512928
2457165.815018	0.986399	0.000921	1.964014	9.251307
2457165.816321	0.984668	0.000920	1.942770	10.011518
2457165.817622	0.987266	0.000920	1.922008	9.834547
2457165.818924	0.987741	0.000921	1.901772	10.220807
2457165.820225	0.986425	0.000917	1.882021	9.698938
2457165.821529	0.989235	0.000916	1.862675	9.110857
2457165.822831	0.988186	0.000915	1.843805	9.325495
2457165.824132	0.984820	0.000913	1.825398	9.438200
2457165.825434	0.985742	0.000910	1.807379	8.888067
2457165.826745	0.984966	0.000910	1.789687	8.807655
2457165.828046	0.985179	0.000915	1.772504	10.131282
2457165.829348	0.987542	0.000909	1.755682	8.634383
2457165.830650	0.988823	0.000909	1.739256	8.855390
2457165.831951	0.988714	0.000909	1.723194	9.045130
2457165.833254	0.986850	0.000906	1.707470	8.708811
2457165.834556	0.988166	0.000905	1.692089	8.436883
2457165.835859	0.986818	0.000904	1.677046	8.658939
2457165.837211	0.986097	0.000902	1.662328	8.470090
2457165.838513	0.985356	0.000902	1.647363	8.636756
2457165.839815	0.984609	0.000900	1.633277	8.669022
2457165.841119	0.984074	0.000898	1.619488	8.884781
2457165.842420	0.986902	0.000898	1.605983	8.978907
2457165.843721	0.987397	0.000898	1.592760	8.473155
2457165.845023	0.986749	0.000897	1.579815	8.807048
2457165.846325	0.989111	0.000897	1.567126	8.828996
2457165.847626	0.988164	0.000897	1.554711	8.758769
2457165.848929	0.986398	0.000895	1.542542	9.262789
2457165.850231	0.989765	0.000894	1.530629	8.632635
2457165.851532	0.985186	0.000891	1.518956	8.696944
2457165.852832	0.987567	0.000891	1.507519	8.601727
2457165.854135	0.985700	0.000890	1.496298	8.702319
2457165.855437	0.984226	0.000889	1.485300	8.245295
2457165.856739	0.986952	0.000892	1.474529	8.651912
2457165.858042	0.986017	0.000890	1.463955	8.714965
2457165.859344	0.984894	0.000888	1.453590	8.548163
2457165.860646	0.988594	0.000889	1.443434	8.576082
2457165.861947	0.986475	0.000887	1.433482	8.661494
2457165.863249	0.985627	0.000887	1.423712	8.679555
2457165.864551	0.985667	0.000887	1.414132	8.672195
2457165.865852	0.987104	0.000887	1.404760	9.003164
2457165.867156	0.986816	0.000887	1.395533	8.769946
2457165.868458	0.987170	0.000885	1.386489	8.889465
2457165.869837	0.987171	0.000886	1.377111	8.884139
2457165.871138	0.987424	0.000885	1.368436	8.766906
2457165.872442	0.989090	0.000886	1.359896	8.742456
2457165.873744	0.985461	0.000884	1.351544	8.953071
2457165.875046	0.987903	0.000885	1.343339	8.803294
2457165.876347	0.988123	0.000885	1.335291	8.722692
2457165.877652	0.989852	0.000886	1.327374	8.950167
2457165.878953	0.985134	0.000884	1.319628	8.962087
2457165.880255	0.987848	0.000884	1.312019	8.732442
2457165.881557	0.989964	0.000885	1.304562	9.002026
2457165.882859	0.987757	0.000882	1.297241	8.831875
2457165.884161	0.989389	0.000883	1.290051	8.857826
2457165.885464	0.987699	0.000882	1.283004	9.098600
2457165.886765	0.988820	0.000882	1.276090	8.779361
2457165.888067	0.990365	0.000884	1.269294	9.156653
2457165.889373	0.989936	0.000883	1.262607	9.359538
2457165.890675	0.988056	0.000883	1.256069	9.410375
2457165.891980	0.989689	0.000882	1.249621	9.441527
2457165.893282	0.990926	0.000882	1.243323	8.959888
2457165.894583	0.993592	0.000884	1.237140	9.331192
2457165.895885	0.993153	0.000883	1.231068	9.127640
2457165.897187	0.995844	0.000883	1.225110	8.716796
2457165.898488	0.997635	0.000884	1.219266	8.635361
2457165.899791	0.997812	0.000884	1.213530	8.547471
2457165.901093	1.000897	0.000885	1.207897	8.648669
2457165.902394	0.996654	0.000886	1.202374	9.361154
2457165.903696	1.000161	0.000887	1.196951	9.060928
2457165.904998	1.000931	0.000885	1.191629	8.736528
2457165.906300	1.001276	0.000886	1.186411	8.797157
2457165.907601	1.002991	0.000886	1.181291	8.784432
2457165.908903	1.000116	0.000885	1.176261	8.761734
2457165.910205	0.999395	0.000884	1.171327	8.766437
2457165.911507	0.999626	0.000885	1.166488	8.836946
2457165.912808	0.999626	0.000885	1.161743	8.742801
2457165.914110	0.998407	0.000884	1.157083	8.753501
2457165.915413	0.998760	0.000884	1.152520	8.728901
2457165.916715	1.000152	0.000884	1.148039	8.697244
2457165.918016	0.999662	0.000883	1.143646	8.751638
2457165.919318	0.999510	0.000883	1.139341	8.836008
2457165.920621	1.000969	0.000884	1.135116	8.790492
